# SentiWords v1.1 (14/03/2018)
# Copyright 2018 Trento RISE and FBK
# All rights reserved.
#
# SentiWords is distributed under the Attribution-ShareAlike 3.0 Unported (CC BY-SA 3.0) license.
# http://creativecommons.org/licenses/by-sa/3.0/
#
# For any information about SentiWords:
# https://hlt.fbk.eu/technologies/sentiwords
#
# If you use SentiWords, please cite:
# Gatti L., Guerini M. & Turchi M. "SentiWords: Deriving a High Precision and High Coverage Lexicon for Sentiment Analysis". 
# IEEE Transactions on Affective Computing 7.4 (2016): 409-421.
#
# --------------------------------------------
#
# SentiWords is based on SentiWordNet version 3.0.
# SentiWordNet website: http://sentiwordnet.isti.cnr.it/
#
# Each lemma#PoS in this file is associated with the prior polarity value computed from the scores of 
# all the SentiWordNet senses for that lemma#PoS, following the methodology described in Guerini et al. (2015). 
# Prior Polarity values are between -1 (very negative) and +1 (very positive).
#
# --------------------------------------------
#
# lemma#PoS	prior_polarity_score
lechatelierite#n	0.15793
lecher#n	0.17826
lecherous#a	-0.45241
lecherousness#n	0.28394
lechery#n	-0.08901
lechwe#n	0
lecithin#n	0
leclanche_cell#n	0
lectern#n	0
lectin#n	0
lector#n	0
lecture_demonstration#n	0
lecture_room#n	0
lecture#n	-0.22095
lecture#v	-0.25838
lecturer#n	0
lectureship#n	0
lecturing#n	0
lecythidaceae#n	0
led#n	0
leda#n	0
ledbetter#n	0
lede#n	0
ledercillin_vk#n	0
lederhosen#n	0
ledge#n	0
ledgeman#n	0
ledger_board#n	0
ledger_entry#n	0
ledger_line#n	0
ledger_paper#n	0
ledger#n	0
ledum_groenlandicum#n	0
ledum_palustre#n	0
ledum#n	0
lee_buck_trevino#n	0
lee_de_forest#n	0
lee_harvey_oswald#n	0
lee_krasner#n	0
lee_side#n	0
lee_strasberg#n	0
lee_tide#n	0
lee_trevino#n	0
lee_yuen_kam#n	0
lee's_birthday#n	0
lee#a	0
lee#n	0
leech_onto#v	0.12208
leech#n	-0.64107
leech#v	0
leechee#n	0
leechlike#a	-0.07997
leeds#n	0
leek#n	0
leer#n	-0.09134
leer#v	-0.17327
leering#a	0.24297
leery#a	-0.38925
lees#n	0
leeuwenhoek#n	0
leeward_islands#n	0
leeward_side#n	0
leeward_tide#n	0
leeward#a	0
leeward#n	0
leeward#r	0
leeway#n	0
leflunomide#n	0
left_atrioventricular_valve#n	0
left_atrium_of_the_heart#n	0
left_atrium#n	0
left_bank#n	0
left_brain#n	0
left_coronary_artery#n	0
left_field#n	0
left_fielder#n	0
left_gastric_artery#n	0
left_gastric_vein#n	-0.28345
left_hand#n	0
left_hander#n	0
left_hemisphere#n	0
left_over#a	-0.25931
left_stage#n	0
left_ventricle#n	0
left_wing#n	0
left-eyed#a	0.12208
left-hand#a	0
left-handed_pitcher#n	0
left-handed#a	-0.22555
left-handedness#n	0.15520
left-hander#n	0
left-luggage_office#n	0
left-of-center#a	0
left-slanting#a	0
left-wing#a	0
left-winger#n	0
left#a	-0.01907
left#n	0
left#r	0
lefteye_flounder#n	0
lefteyed_flounder#n	0
leftfield#n	0
lefthander#n	0
leftish#a	0.04030
leftism#n	0
leftist#a	0
leftist#n	0
leftmost#a	0
leftover#a	-0.12572
leftover#n	0
leftovers#n	0
lefty#n	0
leg_bone#n	0
leg_covering#n	0
leg_curl#n	0
leg_curling#n	0
leg_exercise#n	0
leg_extensor#n	0
leg_it#v	0
leg_of_lamb#n	0.28394
leg-pull#n	0
leg-pulling#n	0
leg#n	0
legacy#n	0
legal_action#n	0.12208
legal_age#n	0.12208
legal_assistant#n	0
legal_blindness#n	-0.28345
legal_brief#n	0
legal_code#n	0
legal_community#n	0
legal_document#n	0
legal_duty#n	0.12208
legal_expert#n	0
legal_fee#n	0
legal_fraud#n	0.15793
legal_guardian#n	0
legal_holiday#n	0
legal_injury#n	-0.42036
legal_instrument#n	0
legal_jointure#n	0
legal_opinion#n	0
legal_ouster#n	0
legal_philosophy#n	0
legal_power#n	0
legal_principle#n	0
legal_proceeding#n	0
legal_profession#n	0
legal_relation#n	0
legal_representation#n	0
legal_representative#n	0
legal_residence#n	0
legal_right#n	0
legal_separation#n	0
legal_status#n	0
legal_system#n	0
legal_tender#n	0
legal_transfer#n	0
legal#a	0.03732
legalese#n	0
legalisation#n	0
legalise#v	0
legalism#n	0.04030
legality#n	-0.06110
legalization#n	0
legalize#v	0
legally#r	-0.02298
legate#n	0
legatee#n	0
legateship#n	0
legation#n	0
legato#a	0
legato#r	0
legend#n	0
legendary_creature#n	0.15199
legendary#a	0.46945
leger_line#n	0
leger#n	0
legerdemain#n	0.12208
legerity#n	0
legged#a	0.12208
legging#n	0
leggy#a	0.02975
leghorn#n	0
legibility#n	0.15956
legible#a	0
legibly#r	0.15793
leging#n	0
legion#a	0.09915
legion#n	0
legionary_ant#n	0
legionary#n	0
legionella_pneumophilia#n	0
legionella#n	0
legionnaire#n	0
legionnaires'_disease#n	-0.38925
legislate#v	0
legislating#n	0
legislation#n	0
legislative_act#n	0
legislative_assembly#n	0
legislative_body#n	0
legislative_branch#n	0
legislative_council#n	0
legislative#a	0
legislatively#r	0
legislator#n	0
legislatorship#n	0
legislature#n	0
legitimacy#n	0.13613
legitimate#a	0.17951
legitimate#v	0.20674
legitimately#r	0.10670
legitimation#n	0
legitimatise#v	0
legitimatize#v	0
legitimise#v	0
legitimize#v	0
legless_lizard#n	0
legless#a	-0.38925
leglike#a	0.15793
lego_set#n	0
lego#n	0
legs#n	0.15793
legume_family#n	0
legume#n	0
leguminosae#n	0
leguminous_plant#n	0
leguminous#a	0.15793
lehar#n	0
lehigh_river#n	0
lei#n	0
leibnitz#n	0
leibnitzian#a	0
leibniz#n	0
leibnizian#a	0
leicester#n	0
leicestershire#n	0
leichtlin's_camas#n	0
leiden_jar#n	0.17826
leiden#n	0
leigh_hunt#n	0
leigh#n	0
leiomyoma#n	0
leiomyosarcoma#n	0
leiopelma#n	0
leiopelmatidae#n	0
leiophyllum_buxifolium#n	0
leiophyllum#n	0
leipoa_ocellata#n	0
leipoa#n	0
leipzig#n	0
leishmania#n	0
leishmaniasis_americana#n	0
leishmaniasis#n	0
leishmaniosis#n	0
leister#n	0
leisure_time#n	0
leisure_wear#n	-0.19821
leisure#n	0
leisured#a	0.08478
leisureliness#n	-0.17327
leisurely#a	0.51278
leisurely#r	0.50260
leitmotif#n	0
leitmotiv#n	0
leitneria_floridana#n	0
leitneria#n	0
leitneriaceae#n	0
lek#n	0
lekvar#n	0.12208
leland_stanford#n	0
lem#n	0
lemaireocereus_chichipe#n	0
lemaireocereus#n	0
lemaitre#n	0
lemanderin#n	0
lemma#n	-0.01545
lemming#n	0
lemmon#n	0
lemmus_lemmus#n	0
lemmus_trimucronatus#n	0
lemmus#n	0
lemna_minor#n	0
lemna_trisulca#n	0
lemna#n	0
lemnaceae#n	0
lemniscus#n	0
lemnos#n	0
lemon_balm#n	0
lemon_butter#n	0
lemon_cheese#n	-0.07997
lemon_curd#n	-0.07997
lemon_drop#n	0
lemon_extract#n	-0.01819
lemon_geranium#n	0
lemon_grass#n	0
lemon_grove#n	0
lemon_juice#n	0.15793
lemon_lily#n	0
lemon_meringue_pie#n	0
lemon_mint#n	0
lemon_oil#n	0
lemon_peel#n	-0.02298
lemon_rind#n	0
lemon_shark#n	0
lemon_sole#n	0.25651
lemon_sumac#n	0
lemon_tree#n	0
lemon_yellow#n	0
lemon_zest#n	0
lemon-scented_gum#n	0
lemon-scented#a	-0.19821
lemon-wood_tree#n	0
lemon-wood#n	0
lemon#n	0.38320
lemonade_mix#n	0
lemonade#n	0.46296
lemongrass_oil#n	0
lemongrass#n	0
lemonlike#a	-0.19821
lemonwood_tree#n	0
lemonwood#n	0
lemony#a	-0.19821
lempira#n	0
lemur_catta#n	0
lemur#n	0
lemuridae#n	-0.07997
lemuroidea#n	0
lena_calhoun_horne#n	0
lena_horne#n	0
lena_river#n	0
lena#n	0
lenard#n	0
lend_oneself#v	0.12208
lend-lease#n	0
lend#v	0.01056
lendable#a	0.15793
lender#n	0
lending_institution#n	0
lending_library#n	0
lending#n	0
lendl#n	0
length_of_service#n	0.12208
length#n	0
lengthen#v	0
lengthened#a	0
lengthening#n	0
lengthily#r	0.17826
lengthiness#n	0
lengthways#a	0
lengthways#r	0
lengthwise#a	0
lengthwise#r	0
lengthy#a	0
lenience#n	0.16443
leniency#n	0.15909
lenient#a	0.13420
leniently#r	0.12208
lenify#v	0.44363
lenin#n	0
leningrad#n	0
leninism#n	0
lenitive#a	-0.38925
lenitive#n	-0.39584
lenity#n	0.12208
lennoaceae#n	0
lennon#n	0
lennox_robinson#n	0
lens_cap#n	0.21734
lens_capsule#n	0
lens_cortex#n	0
lens_cover#n	0.21734
lens_culinaris#n	0
lens_hood#n	0.21734
lens_implant#n	0
lens_maker#n	0
lens_nucleus#n	0
lens_of_the_eye#n	0
lens_system#n	0
lens#n	0.09058
lense#n	0
lensman#n	0
lent_lily#n	0
lent#n	0
lente_iletin#n	0
lente_insulin#n	0
lenten_rose#n	0
lenten#a	0.15793
lententide#n	0
lentia#n	0
lentibulariaceae#n	0
lentic#a	0
lenticel#n	0
lenticular_nucleus#n	0
lenticular#a	0
lentiform_nucleus#n	0
lentiform#a	0
lentiginose#a	-0.07997
lentiginous#a	-0.07997
lentigo#n	0
lentil_plant#n	0
lentil_soup#n	0
lentil#n	0
lentinus_edodes#n	0
lentinus_lepideus#n	0
lentinus#n	0
lentisk#n	0
lentissimo#a	0
lento#a	0
lento#r	0
leo_delibes#n	0
leo_esaki#n	0
leo_i#n	-0.07997
leo_iii#n	0
leo_ix#n	0
leo_szilard#n	0
leo_the_great#n	-0.07997
leo_the_lion#n	0
leo_tolstoy#n	0.12208
leo_x#n	0.15793
leo_xiii#n	0.15793
leo#n	0
leon_battista_alberti#n	0
leon_trotsky#n	0
leon#n	0
leonard_bernstein#n	0
leonard_bloomfield#n	0
leonard_constant_lambert#n	0
leonard_marx#n	0
leonard#n	0
leonardesque#a	0.17826
leonardo_da_vinci#n	0
leonardo#n	0
leonberg#n	0
leoncita#n	0
leone#n	0
leonhard_euler#n	0
leonid_brezhnev#n	0
leonid_fyodorovich_myasin#n	0
leonid_ilyich_brezhnev#n	0
leonidas#n	0
leonide_fedorovitch_massine#n	0
leonine#a	0
leonotis_leonurus#n	0
leonotis_nepetaefolia#n	0
leonotis_nepetifolia#n	0
leonotis#n	0
leontief#n	0
leontocebus_oedipus#n	0
leontocebus_rosalia#n	0
leontocebus#n	0
leontodon_autumnalis#n	0
leontodon#n	0
leontopodium_alpinum#n	0
leontopodium#n	0
leontyne_price#n	0
leonurus_cardiaca#n	0
leonurus#n	0
leopard_cat#n	0
leopard_frog#n	0
leopard_lily#n	0
leopard_lizard#n	0
leopard_plant#n	0
leopard's-bane#n	0
leopard#n	0
leopardbane#n	0
leopardess#n	0
leopold_antoni_stanislaw_stokowski#n	0
leopold_kronecker#n	0
leopold_stokowski#n	0
leopoldville#n	0
leotard#n	0
leotards#n	0
leotia_lubrica#n	0
lepadidae#n	0
lepanto#n	0
lepas_fascicularis#n	0
lepas#n	0
lepechinia_calycina#n	0
lepechinia#n	0
leper_lily#n	0
leper#n	-0.37547
lepidium_alpina#n	0
lepidium_sativum#n	0
lepidium#n	0
lepidobotryaceae#n	0
lepidobotrys#n	0
lepidochelys_kempii#n	0
lepidochelys_olivacea#n	0
lepidochelys#n	0
lepidocrocite#n	0
lepidocybium_flavobrunneum#n	0
lepidocybium#n	0
lepidodendraceae#n	0.08478
lepidodendrales#n	0
lepidolite#n	0
lepidomelane#n	0
lepidophobia#n	-0.06110
lepidoptera#n	0
lepidopteran#n	0
lepidopterist#n	0
lepidopterologist#n	0
lepidopterology#n	0
lepidopteron#n	0
lepidopterous_insect#n	0
lepidoptery#n	0
lepidosauria#n	0
lepidote#a	-0.34088
lepidothamnus_fonkii#n	0
lepidothamnus_laxifolius#n	-0.28345
lepidothamnus#n	0
lepiota_americana#n	0
lepiota_cepaestipes#n	0
lepiota_clypeolaria#n	0
lepiota_morgani#n	0
lepiota_naucina#n	0
lepiota_procera#n	0
lepiota_rhacodes#n	0
lepiota_rubrotincta#n	0
lepiota#n	0
lepiotaceae#n	0.28394
lepisma_saccharina#n	0
lepisma#n	0
lepismatidae#n	0
lepisosteidae#n	0
lepisosteus_osseus#n	0
lepisosteus#n	0
lepista_irina#n	0
lepomis_gibbosus#n	0
lepomis_macrochirus#n	0.12208
lepomis_punctatus#n	0
lepomis#n	0
leporid_mammal#n	0
leporid#n	0
leporidae#n	0
leporide#n	0
leppy#n	0.04030
leprechaun#n	0.25528
lepromatous_leprosy#n	0
leprose#a	-0.34088
leprosy_bacillus#n	-0.07997
leprosy#n	-0.63321
leprous#a	0
leptarrhena_pyrolifolia#n	0
leptarrhena#n	0
leptinotarsa_decemlineata#n	0
leptinotarsa#n	0
leptocephalus#n	0
leptodactylid_frog#n	0
leptodactylid#n	0
leptodactylidae#n	0
leptodactylus_pentadactylus#n	0
leptodactylus#n	0
leptoglossus#n	0.12208
leptomeninges#n	0
leptomeningitis#n	-0.38925
lepton#n	0
leptopteris_superba#n	0
leptopteris#n	0
leptoptilus_crumeniferus#n	0
leptoptilus_dubius#n	0
leptoptilus#n	0
leptorhine#a	0.12208
leptorrhine#a	0.12208
leptorrhinian#a	0.12208
leptorrhinic#a	0.12208
leptospira#n	-0.33433
leptospirosis#n	-0.17327
leptosporangiate#a	0
leptosporangium#n	0
leptotene#n	0
leptotyphlopidae#n	0
leptotyphlops_humilis#n	0
leptotyphlops#n	0
lepus_americanus#n	0
lepus_arcticus#n	0
lepus_californicus#n	0
lepus_europaeus#n	0
lepus_townsendi#n	0
lepus#n	0
ler#n	0
leresis#n	0.15793
lermontov#n	0
lerner#n	0
leroi_jones#n	0
lerot#n	0
leroy_robert_paige#n	0
lesbian#a	0.16511
lesbian#n	0
lesbianism#n	0
lesbos#n	0
lescol#n	0
lese_majesty#n	0
lesion#n	0
leslie_howard_stainer#n	0
leslie_howard#n	0
leslie_richard_groves#n	0
leslie_townes_hope#n	0
lesotho_monetary_unit#n	0
lesotho#n	0
lespedeza_bicolor#n	0
lespedeza_cuneata#n	-0.19821
lespedeza_sericea#n	-0.19821
lespedeza_stipulacea#n	0
lespedeza_striata#n	0
lespedeza#n	0
lesquerella#n	-0.28345
less-traveled#a	0.08478
less#a	-0.26998
less#r	0.10670
lessee#n	0
lessen#v	-0.11767
lessened#a	-0.35155
lessening#n	0
lesseps#n	0
lesser_anteater#n	0
lesser_antilles#n	0
lesser_ape#n	0
lesser_bullrush#n	0
lesser_burdock#n	0
lesser_butterfly_orchid#n	0
lesser_calamint#n	0
lesser_celandine#n	0
lesser_centaury#n	0
lesser_duckweed#n	0
lesser_galangal#n	0
lesser_hemlock#n	0
lesser_knapweed#n	0
lesser_kudu#n	0
lesser_omentum#n	0
lesser_panda#n	0
lesser_peritoneal_cavity#n	0
lesser_prairie_chicken#n	0
lesser_rhomboid_muscle#n	0
lesser_rorqual#n	0
lesser_scaup_duck#n	0
lesser_scaup#n	0
lesser_spearwort#n	0
lesser_sunda_islands#n	0
lesser_twayblade#n	0
lesser_whitethroat#n	0
lesser_wintergreen#n	0
lesser_yellow_trefoil#n	0
lesser_yellowlegs#n	0
lesser#a	-0.01972
lessing#n	0
lesson#n	0
lessor#n	0
lester_willis_young#n	0
lesvos#n	0
let_alone#r	-0.07997
let_down#v	-0.06819
let_drive#v	0
let_fly#v	0
let_go_of#v	0
let_go#v	-0.09134
let_in#v	0
let_it_go#v	-0.07997
let_loose#v	0.05272
let_off#v	0
let_on#v	0
let_out#v	0.10937
let_the_cat_out_of_the_bag#v	0
let_up#v	-0.08847
let#n	0
let#v	0.26501
letch#n	0.17826
letdown#n	-0.42036
lethal_agent#n	-0.16650
lethal_dose#n	0
lethal_gene#n	0
lethal#a	0
lethality#n	-0.16650
lethargic_encephalitis#n	-0.28345
lethargic#a	-0.07997
lethargically#r	0.17826
lethargy#n	0.10608
lethe#n	0
leto#n	0
letter_bomb#n	0
letter_bomb#v	0
letter_bond#n	-0.38925
letter_box#n	0
letter_carrier#n	0
letter_case#n	0
letter_of_credit#n	0
letter_of_intent#n	-0.07997
letter_of_jeremiah#n	0
letter_of_mark_and_reprisal#n	0
letter_of_marque#n	0
letter_of_the_alphabet#n	0
letter_opener#n	0
letter_paper#n	0
letter_security#n	-0.34088
letter_stock#n	-0.38925
letter_telegram#n	0
letter_writer#n	0
letter-perfect#a	0.28394
letter#n	0
letter#v	0
lettercard#n	0
lettered#a	0.15793
letterer#n	0
letterhead#n	0
lettering#n	0
letterman#n	0
letterpress#n	0
letters_of_administration#n	0
letters_of_marque#n	0
letters_patent#n	0
letters_testamentary#n	0
letters#n	0
letterset_printing#n	0
letting_down#n	-0.07997
letting#n	0
lettish#n	0
lettre_de_cachet#n	0
lettuce#n	0.23337
letup#n	0
leu#n	0
leucadendron_argenteum#n	0
leucadendron#n	0
leucaemia#n	-0.25931
leucaena_glauca#n	0
leucaena_leucocephala#n	0
leucaena#n	0
leucanthemum_lacustre#n	0
leucanthemum_maximum#n	-0.07997
leucanthemum_superbum#n	0
leucanthemum_vulgare#n	0
leucanthemum#n	0
leucine#n	0.15793
leuciscus_cephalus#n	0
leuciscus_leuciscus#n	0
leuciscus#n	0
leucocyte#n	0
leucocytosis#n	-0.07997
leucocytozoan#n	-0.01819
leucocytozoon#n	-0.01819
leucogenes_leontopodium#n	0
leucogenes#n	0
leucoma#n	0
leucopenia#n	-0.07997
leucorrhea#n	0
leucothoe_editorum#n	0
leucothoe_fontanesiana#n	0
leucothoe_racemosa#n	0
leucothoe#n	0
leucotomy#n	0.15793
leuctra#n	0
leukaemia#n	-0.25931
leukemia#n	-0.91897
leukeran#n	0
leukocyte#n	0
leukocytosis#n	-0.07997
leukoderma#n	-0.17327
leukoencephalitis#n	-0.19821
leukoma#n	0
leukopenia#n	-0.07997
leukorrhea#n	0
leukotomy#n	0.15793
leuwenhoek#n	0
lev_davidovich_bronstein#n	0
lev_davidovich_landau#n	-0.07997
lev_ivanov#n	0
lev#n	0
levallorphan#n	0
levant_cotton#n	0
levant_garlic#n	0
levant_morocco#n	0
levant#n	0
levant#v	-0.28345
levanter#n	0
levantine#a	0
levantine#n	0
levator#n	0
levee#n	0.00055
level_best#n	-0.19821
level_crossing#n	0
level_off#v	-0.01819
level-headed#a	0.36466
level#a	0.18215
level#n	0.20029
level#v	0.18659
leveler#n	0
levelheaded#a	0.36466
leveling#n	0.15197
leveller#n	0
lever_hang#n	0
lever_lock#n	0
lever_scale#n	0
lever_tumbler#n	0
lever#n	-0.13338
lever#v	0
leverage#n	0.01539
leverage#v	0
leveraged_buyout#n	0
leveraging#n	0
leveret#n	0
levi-lorrain_dwarf#n	0.12208
levi-strauss#n	0
levi's#n	0
levi#n	0
leviathan#n	0
levirate#n	0
levis#n	0
levisticum_officinale#n	0
levisticum#n	0
levitate#v	0
levitation#n	0.08411
levite#n	0
levitical#a	0
leviticus#n	0
levitra#n	0
levity#n	-0.40371
levodopa#n	0
levorotary#a	0
levorotation#n	0
levorotatory#a	0
levulose#n	-0.07997
levy_en_masse#n	0
levy#n	0
levy#v	0
lewd#a	-0.38575
lewdly#r	-0.19821
lewdness#n	-0.02386
lewis_and_clark_expedition#n	0
lewis_carroll#n	0
lewis_henry_morgan#n	0
lewis#n	0
lewisia_cotyledon#n	0
lewisia_rediviva#n	0
lewisia#n	0
lewiston#n	0
lexeme#n	0
lexical_ambiguity#n	0
lexical_database#n	0
lexical_disambiguation#n	0.12208
lexical_entry#n	0
lexical_meaning#n	0
lexical_semantics#n	0
lexical#a	0
lexicalisation#n	0
lexicalise#v	0
lexicalised#a	0
lexicalization#n	0
lexicalize#v	0
lexicalized_concept#n	0
lexicalized#a	0
lexically#r	0
lexicographer#n	0
lexicographic#a	0
lexicographical#a	0
lexicography#n	0
lexicologist#n	0
lexicology#n	0
lexicon#n	0
lexicostatistic#a	0
lexicostatistics#n	0
lexington_and_concord#n	0
lexington#n	0
lexis#n	0
ley#n	-0.07997
leycesteria_formosa#n	0
leycesteria#n	0
leyden_jar#n	0.17826
leyden#n	0
leydig_cell#n	0
leydig's_cell#n	0
leymus_arenaria#n	0
leymus_condensatus#n	0
leymus#n	0
leyte_invasion#n	0
leyte_island#n	0
leyte#n	0
lf#n	0
lgb#n	0.15793
lgv#n	-0.17327
lh#n	0
lhasa_apso#n	0
lhasa#n	-0.02960
lhotse#n	0
li_po#n	0
li#a	0
li#n	-0.02960
liabilities#n	0
liability_insurance#n	0
liability#n	-0.43399
liable#a	-0.26765
liaise#v	0
liaison#n	0.03366
liakoura#n	0
liam_o'flaherty#n	0
liana#n	0
liao_dynasty#n	0
liao#n	0
liaodong_bandao#n	0
liaodong_peninsula#n	0
liar#n	-0.67578
liatris_punctata#n	0
liatris_pycnostachya#n	0
liatris#n	0
libation#n	0.21380
libber#n	0
libby#n	0
libel#n	0
libel#v	-0.37171
libeler#n	0.21734
libellous#a	-0.39584
libelous#a	-0.39584
liberal_arts#n	0
liberal_democrat_party#n	0
liberal_party#n	0
liberal#a	0.37517
liberal#n	0
liberalisation#n	0
liberalise#v	0.15520
liberalism#n	0.10670
liberalist#n	0
liberalistic#a	0
liberality#n	0.17703
liberalization#n	0
liberalize#v	0.15754
liberally#r	0.19877
liberalness#n	0.17703
liberate#v	0.19823
liberated#a	0.02975
liberation_theology#n	0
liberation_tigers_of_tamil_eelam#n	0
liberation#n	0.40410
liberator#n	0
liberia#n	0
liberian_capital#n	0
liberian_coffee#n	0
liberian_dollar#n	0
liberian#a	0
liberian#n	0
libertarian#n	0.21734
libertarianism#n	0
libertine#a	-0.18740
libertine#n	0
liberty_bell#n	0
liberty_cap#n	0
liberty_chit#n	0
liberty_island#n	0
liberty_party#n	0
liberty_ship#n	0
liberty#n	0
libidinal_energy#n	0
libidinal#a	0
libidinous#a	-0.13427
libido#n	0
libocedrus_bidwillii#n	0.12208
libocedrus_decurrens#n	0
libocedrus_plumosa#n	0
libocedrus#n	0
libra_the_balance#n	0
libra_the_scales#n	0
libra#n	0
librarian#n	0
librarianship#n	0
library_card#n	0
library_catalog#n	-0.07997
library_catalogue#n	-0.07997
library_fine#n	0.12208
library_paste#n	0
library_program#n	0
library_routine#n	0
library_science#n	0
library#n	0.36844
librate#v	0
libration#n	0
librettist#n	0
libretto#n	0
libreville#n	0
libritabs#n	0
librium#n	0
libya#n	0
libyan_desert#n	0
libyan_dinar#n	0
libyan_dirham#n	0
libyan_fighting_group#n	0
libyan_islamic_fighting_group#n	0
libyan_islamic_group#n	0
libyan_monetary_unit#n	0
libyan#a	0
libyan#n	0
licence#n	-0.04353
licence#v	0
licenced#a	0
license_fee#n	0
license_number#n	0
license_plate#n	0
license_tax#n	0
license#n	0.25948
license#v	0
licensed_practical_nurse#n	0
licensed#a	0
licensee#n	0
licenser#n	0
licensing_agreement#n	0
licensing_fee#n	0
licentiate#n	0
licentious#a	0.06700
licentiously#r	0.12208
licentiousness#n	-0.02133
lichanura_trivirgata#n	0
lichanura#n	0
lichee#n	0
lichen_planus#n	0
lichen_ruber_planus#n	0
lichen#n	-0.16702
lichenales#n	0
lichenes#n	0
lichgate#n	0
lichi#n	0
lichtenoid_eczema#n	-0.28345
lichtenstein#n	0
licinius_lucullus#n	0
licit#a	0.33546
licitly#r	0
licitness#n	0.21734
lick#n	0
lick#v	0.39876
licked#a	0
lickety_cut#r	0
lickety_split#r	0
licking#n	-0.18141
licorice_fern#n	-0.28345
licorice_root#n	0
licorice_stick#n	0
licorice#n	0
lid#n	-0.01110
lidar#n	0
lidded#a	-0.12940
lidless#a	-0.32075
lido_deck#n	0
lido#n	0
lidocaine#n	0
lie_about#v	0
lie_around#v	0
lie_awake#v	0
lie_detector#n	0
lie_dormant#v	-0.19821
lie_down#v	0
lie_in_wait#v	0
lie_in#v	0
lie_low#v	-0.30893
lie_with#v	0.08478
lie-abed#n	0
lie-in#n	0
lie#n	-0.62421
lie#v	-0.60658
liebfraumilch#n	0
liebig_condenser#n	0
liechtenstein#n	0
liechtensteiner#a	0
liechtensteiner#n	0
lied#n	0
lieder_singer#n	0
liederkranz#n	0.12208
lief#r	0.15793
liege_lord#n	0.12208
liege_subject#n	0
liege#a	-0.14038
liege#n	-0.14924
liegeman#n	0
lien#n	0
lienal_artery#n	0
lienal#a	-0.19821
liepaja#n	0
lietuva#n	0
lieu#n	0
lieutenancy#n	0
lieutenant_colonel#n	0
lieutenant_commander#n	0
lieutenant_general#n	0
lieutenant_governor#n	0
lieutenant_jg#n	0
lieutenant_junior_grade#n	0
lieutenant#n	-0.04154
life_assurance#n	0
life_belt#n	0
life_buoy#n	0
life_class#n	0
life_cycle#n	0
life_estate#n	0
life_eternal#n	-0.06110
life_expectancy#n	0
life_force#n	0
life_form#n	0
life_history#n	0
life_imprisonment#n	0
life_insurance#n	0
life_jacket#n	0
life_line#n	0
life_mask#n	0
life_office#n	0
life_peer#n	0
life_preserver#n	0
life_principle#n	0
life_raft#n	0
life_ring#n	0
life_saver#n	0
life_science#n	0
life_scientist#n	0
life_sentence#n	0
life_story#n	0
life_style#n	0
life_support#n	0
life_tenant#n	0
life_vest#n	0
life-and-death#a	0.28394
life-giving#a	0.15793
life-of-man#n	0
life-or-death#a	0.28394
life-size#a	0
life-sized#a	0
life-style#n	0
life-support_system#n	0
life-support#a	0
life-sustaining#a	0
life-threatening#a	-0.38925
life-time#n	0
life#n	0.43933
lifeblood#n	0.10670
lifeboat#n	0
lifeguard#n	0.37480
lifehack#v	0
lifeless#a	-0.67781
lifelessly#r	0.00504
lifelessness#n	-0.37841
lifelike#a	0.30665
lifeline#n	0
lifelong#a	0
lifer#n	0
lifesaver#n	0.53991
lifesaving#n	0.15793
lifesize#a	0
lifespan#n	0
lifestyle#n	0
lifetime#n	0
lifework#n	0
lifo#n	0
lift_bridge#n	0
lift_off#v	0
lift_out#v	0
lift_pump#n	0
lift_up#v	0.17703
lift#n	0
lift#v	0.04878
lifted#a	0
lifter#n	0
lifting_device#n	0
liftman#n	0
liftoff#n	0
ligament#n	0
ligamentum_teres_uteri#n	0
ligan#n	0
ligand#n	0
ligate#v	0
ligation#n	0
ligature#n	0
liger#n	0
light_adaptation#n	0
light_air#n	0
light_arm#n	0
light_ballast#n	0
light_beam#n	0
light_beer#n	0.12208
light_bread#n	0
light_breeze#n	0
light_brown#n	0
light_bulb#n	0
light_circuit#n	0
light_colonel#n	0
light_company#n	0
light_cream#n	0
light_diet#n	-0.34088
light_filter#n	0
light_flyweight#n	-0.07997
light_heavyweight#n	-0.00006
light_hour#n	0
light_intensity#n	-0.07997
light_machine_gun#n	0
light_meter#n	0
light_microscope#n	0
light_middleweight#n	-0.07997
light_minute#n	0
light_opera#n	0
light_pen#n	0
light_reaction#n	0
light_reflex#n	-0.19821
light_second#n	0
light_show#n	0
light_source#n	0
light_speed#n	0
light_time#n	0
light_touch#n	0
light_unit#n	0
light_up#v	0.08328
light_upon#v	0
light_welterweight#n	-0.07997
light_whipping_cream#n	0
light_within#n	0.17826
light_year#n	0
light-armed#a	0
light-blue#a	0
light-boned#a	0
light-colored#a	0
light-duty#a	-0.42036
light-emitting_diode#n	0
light-fingered#a	0
light-footed#a	0
light-green#a	-0.07997
light-haired#a	0
light-handed#a	-0.06110
light-handedly#r	0
light-headed#a	-0.26117
light-headedly#r	0
light-hearted#a	0.28394
light-heartedly#r	-0.03118
light-minded#a	-0.25060
light-mindedness#n	-0.35258
light-o'-love#n	0.15793
light-of-love#n	0.15793
light-sensitive#a	0
light-skinned#a	0
light-tight#a	-0.08901
light-year#n	0
light#a	0.42495
light#n	0.42589
light#r	0
light#v	0
lightbulb#n	0
lighted#a	0.15520
lighten_up#v	0.15706
